Словоформа	Часть речи
приспособление	NOUN
шкалу	NOUN
градуированную	VERB
метрах	NOUN
дистанции	NOUN
упрощает	VERB
всю	DET
операцию	NOUN
плоскости	NOUN
конструкции	NOUN
имеется	VERB
встроенный	VERB
лазерный	ADJ
целеуказатель	NOUN
пятно	NOUN
уверенно	ADV
наблюдается	VERB
солнечный	ADJ
максимальной	ADJ
комплекса	NOUN
малогабаритного	ADJ
оперативно	ADV
реагировать	VERB
изменение	NOUN
ситуации	NOUN
производить	VERB
перенацеливание	NOUN
использование	NOUN
различных	ADJ
назначению	NOUN
зарядов	NOUN
разных	ADJ
дистанциях	NOUN
возможно	ADV
типов	NOUN
обеспечивают	VERB
спектр	NOUN
задач	NOUN
зависимости	NOUN
боевой	ADJ
обстановки	NOUN
стрельба	NOUN
ведется	VERB
навесной	ADJ
траектории	NOUN
расстояние	NOUN
50	NUM
200	NUM
метров	NOUN
поражение	NOUN
городских	ADJ
условиях	NOUN
высокие	ADJ
деревья	NOUN
здания	NOUN
сооружения	NOUN
т.	PRON
существенные	ADJ
преимущества	NOUN
такого	DET
боевого	ADJ
использования	NOUN
выгодно	ADJ
сказываются	VERB
населенных	ADJ
пунктов	NOUN
боекомплекте	NOUN
имеются	VERB
основные	ADJ
заряды	NOUN
клещ	NOUN
20	NUM
12	NUM
12х	PROPN
некоторые	DET
основной	ADJ
заряд	NOUN
разбрасывание	NOUN
зоне	NOUN
специальной	ADJ
сетки	NOUN
путанки	NOUN
которая	PRON
компактно	ADJ
уложена	VERB
корпусе	NOUN
заряда	NOUN
раскрывается	VERB
над	ADP
зоной	NOUN
установки	NOUN
определенной	ADJ
высоте	NOUN
путанка	NOUN
выполнена	VERB
проволоки	NOUN
0,4	NUM
мм	NOUN
перекрывает	VERB
площадь	NOUN
размером	NOUN
спирали	NOUN
самозатягивающиеся	ADJ
петли	NOUN
крепко	ADV
удерживают	VERB
наступившего	VERB
них	PRON
таким	DET
устанавливается	VERB
заграждение	NOUN
непреодолимо	ADJ
наступающего	VERB
близка	ADJ
широко	ADV
известного	ADJ
малозаметного	ADJ
препятствия	NOUN
типа	ADP
мзп-1м	X
используется	VERB
охране	NOUN
объектов	NOUN
реальных	ADJ
действиях	NOUN
виды	NOUN
стационарного	ADJ
заграждения	NOUN
могут	VERB
заблаговременно	ADV
выявляться	VERB
противником	NOUN
установлено	VERB
непосредственно	ADV
атакующим	VERB
тактически	ADV
выгодном	ADJ
неожиданном	ADJ
месте	NOUN
установить	VERB
наступлении	NOUN
вынужденном	VERB
отступлении	NOUN
второй	ADJ
традиционной	ADJ
схеме	NOUN
выстрел	NOUN
накрытие	NOUN
кевларовой	ADJ
сетью	NOUN
диаметром	NOUN
выстрелы	NOUN
дополнительно	ADV
обрабатывают	VERB
цель	NOUN
слезоточивым	ADJ
веществом	NOUN
затрудняет	VERB
ведение	NOUN
активных	ADJ
4	NUM
разбрасывает	VERB
большую	ADJ
сетей	NOUN
меньшего	ADJ
размера	NOUN
варианты	NOUN
исполнения	NOUN
переносном	ADJ
варианте	NOUN
упрощенный	VERB
вариант	NOUN
коба-с	PROPN
предусматривает	VERB
стреляющего	VERB
оборудованном	VERB
окопе	NOUN
наиболее	ADV
эффективен	ADJ
бронемашин	NOUN
транспортных	ADJ
средств	NOUN
коба-т	PROPN
имеющий	VERB
пульт	NOUN
указателем	NOUN
панели	NOUN
дистанционным	ADJ
управлением	NOUN
таком	DET
безусловно	ADV
необходимо	ADJ
применение	NOUN
дополнительных	ADJ
элементов	NOUN
крепления	NOUN
броне	NOUN
кузове	NOUN
автомобиля	NOUN
заметить	VERB
стреляющий	VERB
механизм	NOUN
практически	ADV
бесшумно	ADV
слышен	ADJ
расстоянии	NOUN
5	NUM
8	NUM
особенность	NOUN
бесшумного	ADJ
своевременного	ADJ
реагирования	NOUN
исключает	VERB
противодействовать	VERB
конструкторское	ADJ
решение	NOUN
является	VERB
ноу-хау	NOUN
украинских	ADJ
ученых	NOUN
используемым	VERB
данной	ADJ
основе	NOUN
пускового	ADJ
разработаны	VERB
системы	NOUN
чрезвычайных	ADJ
ситуаций	NOUN
спасательный	ADJ
барс	NOUN
100к	PROPN
разминирования	NOUN
противопехотных	ADJ
мин	NOUN
барсук	NOUN
снег	NOUN
бакланов	PROPN
мертвые	ADJ
сраму	NOUN
имут	VERB
первыми	ADJ
увидели	VERB
разведчики	NOUN
нескошенного	ADJ
засыпанного	VERB
снегом	NOUN
пшеничного	ADJ
поля	NOUN
стали	VERB
подыматься	VERB
головы	NOUN
колеблющейся	VERB
ходу	NOUN
изломанной	ADJ
цепью	NOUN
приближались	VERB
касках	NOUN
плечи	NOUN
автоматами	NOUN
подымалось	VERB
пшеницы	NOUN
немцы	NOUN
разведчиков	NOUN
мостовым	PROPN
четверо	NUM
лежали	VERB
замерзшей	VERB
водомоине	NOUN
разбросав	VERB
ждали	VERB
их	DET
осталось	VERB
трое	NUM
одного	DET
мостовой	NOUN
послал	VERB
предупредить	VERB
дивизион	NOUN
ветер	NOUN
дул	VERB
напряженным	ADJ
ухом	NOUN
различимы	ADJ
шаги	NOUN
шуршание	NOUN
мертвых	ADJ
колосьев	NOUN
шли	VERB
лежавший	VERB
рядом	ADV
разведчик	NOUN
хватал	VERB
земли	NOUN
сохнущими	VERB
губами	NOUN
оглядывался	VERB
громко	ADV
рокотали	VERB
низине	NOUN
тракторы	NOUN
взлетевшая	VERB
ракета	NOUN
гребнем	NOUN
осветила	VERB
край	NOUN
низкого	ADJ
неба	NOUN
словно	SCONJ
туч	NOUN
осветившемся	VERB
небе	NOUN
хорошо	PART
крупно	ADV
видны	ADJ
приближающиеся	VERB
сюда	ADV
звук	NOUN
тракторов	NOUN
начав	VERB
левого	ADJ
фланга	NOUN
насчитать	VERB
голов	NOUN
свет	NOUN
погас	VERB
зубами	NOUN
стянул	VERB
правой	ADJ
перчатку	NOUN
прижал	VERB
щеке	NOUN
холодный	ADJ
приклад	NOUN
автомата	NOUN
повозившись	VERB
надежно	ADV
упер	VERB
локти	NOUN
наклоненные	VERB
вперед	ADV
тени	NOUN
мушке	NOUN
смещаясь	VERB
вправо	ADV
одни	DET
сдвигались	VERB
всходили	VERB
мушку	NOUN
середине	NOUN
подъема	NOUN
трактор	NOUN
лебедкой	NOUN
тянул	VERB
снизу	ADV
пушку	NOUN
гусенице	NOUN
сидел	VERB
корточках	NOUN
тракторист	NOUN
никитенко	PROPN
черных	ADJ
солярки	NOUN
масла	NOUN
подшитых	VERB
валенках	NOUN
радиатора	NOUN
грел	VERB
солдат	NOUN
беспокойно	ADV
оглядываясь	VERB
той	DET
самой	DET
причине	NOUN
боя	NOUN
обязательно	ADV
окажется	VERB
кухни	NOUN
боясь	VERB
прогонят	VERB
всячески	ADV
старался	VERB
услужить	VERB
трактористу	NOUN
заметил	VERB
хочет	VERB
прикурить	VERB
поспешно	ADV
достал	VERB
кармана	NOUN
катюшу	NOUN
высек	VERB
искры	NOUN
раздув	VERB
шнур	NOUN
поднес	VERB
папироске	NOUN
рассказывал	VERB
крича	VERB
глухому	ADJ
работал	VERB
мотор	NOUN
сидевший	VERB
мелко	ADV
дрожали	VERB
заспорили	VERB
немец	NOUN
русским	ADJ
чья	DET
достает	VERB
зажигалку	NOUN
щелк	INTJ
подносит	VERB
русский	ADJ
дунул	VERB
дымом	NOUN
завоняло	VERB
говорит	VERB
погаси	VERB
огонь	NOUN
надувался	VERB
ярче	ADV
разгорается	VERB
помахал	VERB
темноте	NOUN
тлевшим	VERB
шнуром	NOUN
брось	VERB
ватнике	NOUN
автоматом	NOUN
шее	NOUN
неслышно	ADV
появившийся	VERB
ними	PRON
ударил	VERB
руке	NOUN
сапогом	NOUN
втоптал	VERB
примял	VERB
папироску	NOUN
пальцах	NOUN
бешеный	ADJ
ей-богу	PART
обиженно	ADV
говорил	VERB
ползая	VERB
снегу	NOUN
коленях	NOUN
отыскивая	VERB
раскиданное	VERB
имущество	NOUN
нашел	VERB
кремень	NOUN
кусок	NOUN
напильника	NOUN
патронной	ADJ
гильзе	NOUN
вымокший	VERB
сожалением	NOUN
отряхивая	VERB
